City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Riyadh,SA,24.6877,46.7219,71.74,14,0,12.57,clear sky
472,Ust-Ilimsk,RU,58.0006,102.6619,73.69,19,5,1.03,clear sky
473,Chishtian Mandi,PK,29.8,72.8667,100.17,10,0,14.65,clear sky
474,Japura,ID,-0.3167,102.35,89.73,62,11,3.24,few clouds
475,Portland,US,45.5234,-122.6762,60.64,92,100,3.18,overcast clouds
476,Baoshan,CN,46.5586,131.4244,51.01,69,85,18.66,overcast clouds
477,Saint-Pierre,RE,-21.3393,55.4781,69.48,64,0,8.05,clear sky
478,Moose Factory,CA,51.2585,-80.6094,62.65,95,100,12.57,overcast clouds
479,Coahuayana,MX,18.7333,-103.6833,76.08,80,95,0.89,overcast clouds
480,Kalabo,ZM,-14.97,22.6814,58.3,59,7,5.64,clear sky
481,Abeche,TD,13.8292,20.8324,81.28,52,95,19.08,overcast clouds
482,Den Helder,NL,52.9599,4.7593,53.98,89,17,6.91,few clouds
483,Sioux Lookout,CA,50.1001,-91.917,46.11,76,54,9.53,broken clouds
484,Xucheng,CN,20.35,110.1288,80.38,84,97,1.81,overcast clouds
485,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.77,85,91,6.8,overcast clouds
486,Dunedin,NZ,-45.8742,170.5036,50.81,85,80,5.01,broken clouds
487,Lazaro Cardenas,MX,17.9583,-102.2,80.26,78,94,7.02,overcast clouds
488,Spirit River,CA,55.7833,-118.8361,50.56,48,55,2.91,broken clouds
489,Invermere,CA,50.5167,-116.0354,47.73,66,93,3.2,overcast clouds
490,San Matias,BO,-16.3667,-58.4,78.91,55,89,3.8,overcast clouds
491,Meulaboh,ID,4.1363,96.1285,78.53,91,100,5.03,overcast clouds
492,Tokmak,UA,47.2514,35.7058,52.9,89,16,6.46,few clouds
493,Bahia Honda,CU,22.9036,-83.1592,75.09,81,13,5.08,light rain
494,Alekseyevskaya,RU,50.2896,42.1845,50.81,97,100,7.65,moderate rain
495,Paamiut,GL,61.994,-49.6678,27.66,71,66,15.1,broken clouds
496,La Tuque,CA,47.4334,-72.7824,73.65,49,24,2.3,few clouds
497,Howard Springs,AU,-12.497,131.047,91.81,70,5,3.0,clear sky
498,Eureka,US,40.8021,-124.1637,60.21,86,92,4.07,overcast clouds
499,Ambon,ID,-3.6954,128.1814,91.54,58,40,4.61,scattered clouds
500,Barrhead,GB,55.7992,-4.3929,46.02,89,47,1.14,fog
501,Berezniki,RU,59.4152,56.8124,48.72,81,90,8.3,overcast clouds
502,Hualmay,PE,-11.0964,-77.6139,62.83,88,26,7.43,scattered clouds
503,Katsuura,JP,35.1333,140.3,62.4,78,100,18.77,overcast clouds
504,Swidwin,PL,53.7746,15.7767,51.96,95,4,7.11,clear sky
505,Bambous Virieux,MU,-20.3428,57.7575,71.22,79,26,11.34,scattered clouds
506,Effingham,US,32.3669,-81.3332,71.55,92,65,4.9,broken clouds
507,Fort Nelson,CA,58.8053,-122.7002,42.78,90,100,1.92,overcast clouds
508,Bubanza,BI,-3.1167,29.4,66.02,92,92,2.75,overcast clouds
509,Namatanai,PG,-3.6667,152.4333,85.64,61,29,3.62,scattered clouds
510,Juegang,CN,32.3174,121.1855,72.95,39,99,4.14,overcast clouds
511,West Bay,KY,19.3667,-81.4167,78.08,94,75,2.3,broken clouds
512,Anloga,GH,5.7947,0.8973,81.73,80,25,7.63,scattered clouds
513,Mira,IT,45.4358,12.1348,66.22,83,0,5.75,clear sky
514,Radcliff,US,37.8404,-85.9491,65.97,90,0,8.05,clear sky
515,Stepnogorsk,KZ,52.3544,71.8869,61.34,57,23,14.61,few clouds
516,Doha,QA,25.2867,51.5333,82.38,47,0,9.22,clear sky
517,Tuscaloosa,US,33.2098,-87.5692,66.16,94,57,2.24,broken clouds
518,Sillamae,EE,59.3997,27.7547,43.68,88,100,16.8,overcast clouds
519,Tanout,NE,14.9709,8.8879,78.01,19,95,11.61,overcast clouds
520,Havelock,US,34.8791,-76.9013,70.95,95,0,5.14,clear sky
521,Hays,US,30.0502,-98.0336,82.33,62,71,3.0,broken clouds
522,Ternate,ID,0.8,127.4,80.92,82,89,12.15,light rain
523,Kysyl-Syr,RU,63.8986,122.7617,37.11,48,16,7.05,few clouds
524,Elat,IL,29.5581,34.9482,74.41,57,11,12.12,few clouds
525,Alamosa,US,37.4695,-105.87,66.18,16,0,10.36,clear sky
526,Naryan-Mar,RU,67.6713,53.087,37.56,92,77,12.44,broken clouds
527,Vagur,FO,61.4732,-6.8119,47.17,91,100,10.07,overcast clouds
528,Hokitika,NZ,-42.7167,170.9667,58.41,93,100,8.43,overcast clouds
529,Velyka Mykhaylivka,UA,47.0794,29.8514,52.21,82,72,7.07,broken clouds
530,Kisangani,CD,0.5167,25.2,69.89,99,94,1.95,light rain
531,Belmonte,BR,-15.8631,-38.8828,74.61,86,100,9.91,overcast clouds
532,Xiuyan,CN,40.2928,123.2744,66.27,32,4,10.47,clear sky
533,Kruisfontein,ZA,-34.0033,24.7314,50.47,88,0,4.72,clear sky
534,Srivaikuntam,IN,8.6167,77.9333,84.38,70,75,11.5,broken clouds
535,Mayo,US,38.8876,-76.5119,67.35,94,100,0.0,overcast clouds
536,Agirish,RU,61.9247,63.0231,46.08,90,100,11.16,overcast clouds
537,Vestmannaeyjar,IS,63.4427,-20.2734,46.8,91,100,21.09,light rain
538,Naze,JP,28.3667,129.4833,64.0,78,100,17.87,light rain
539,Belmopan,BZ,17.25,-88.7667,68.38,78,3,3.87,clear sky
540,Arroyos Y Esteros,PY,-25.0667,-57.1,64.02,98,99,3.42,overcast clouds
541,Bushehr,IR,28.9684,50.8385,80.35,38,0,8.28,clear sky
542,Nishihara,JP,26.1842,127.7558,70.88,94,75,32.21,broken clouds
543,Tual,ID,-5.6667,132.75,83.55,70,38,2.59,scattered clouds
544,Evensk,RU,61.95,159.2333,38.71,94,98,11.65,overcast clouds
545,New Kensington,US,40.5698,-79.7648,68.34,76,88,2.71,overcast clouds
546,Honiara,SB,-9.4333,159.95,84.43,75,88,4.99,overcast clouds
547,Sragen,ID,-7.4264,111.0222,84.06,77,100,2.55,overcast clouds
548,Rancho Palos Verdes,US,33.7445,-118.387,84.27,44,62,5.01,broken clouds
549,Victoriaville,CA,46.0501,-71.9658,64.63,95,77,3.89,broken clouds
550,Kholtoson,RU,50.2981,103.3097,65.48,16,9,4.47,clear sky
551,Half Moon Bay,US,37.4636,-122.4286,70.54,77,0,20.71,clear sky
552,Manta,EC,-0.95,-80.7333,73.72,88,90,5.91,overcast clouds
553,Beidao,CN,34.5686,105.8933,62.06,51,100,0.69,overcast clouds
554,Vanimo,PG,-2.6741,141.3028,85.62,68,95,6.2,overcast clouds
555,Jieshi,CN,22.8134,115.8257,68.68,92,100,20.02,moderate rain
556,Madison,US,34.7334,-86.5667,71.4,81,75,0.0,broken clouds
557,Shuyskoye,RU,59.3736,41.0305,41.58,97,72,7.47,broken clouds
558,Belaya Gora,RU,68.5333,146.4167,26.8,81,100,7.14,overcast clouds
559,Port Moresby,PG,-9.4431,147.1797,82.85,73,27,5.01,scattered clouds
560,Pochutla,MX,15.7432,-96.4661,82.81,70,65,5.12,broken clouds
561,Tucumcari,US,35.1717,-103.725,75.04,6,0,3.44,clear sky
562,Poronaysk,RU,49.2167,143.1167,47.19,78,91,22.03,overcast clouds
563,Mabaruma,GY,8.2,-59.7833,74.93,90,99,3.53,overcast clouds
564,Cabedelo,BR,-6.9811,-34.8339,77.67,86,51,8.75,light rain
565,Constitucion,CL,-35.3333,-72.4167,51.31,56,0,5.79,clear sky
566,Port Macquarie,AU,-31.4333,152.9167,73.33,83,76,6.49,broken clouds
567,Aksarka,RU,66.5606,67.7975,45.79,91,100,5.3,overcast clouds
568,Pandamatenga,BW,-18.5278,25.627,56.84,48,0,6.71,clear sky
569,Port-Gentil,GA,-0.7193,8.7815,80.1,86,100,9.46,moderate rain
570,Pitimbu,BR,-7.4706,-34.8086,77.59,83,16,8.32,few clouds
571,Kawalu,ID,-7.3817,108.2082,85.8,66,83,2.75,broken clouds
572,Jinxiang,CN,27.4327,120.6062,56.73,86,100,13.94,overcast clouds
573,Trincomalee,LK,8.5711,81.2335,80.87,79,100,23.49,overcast clouds
574,Anadyr,RU,64.75,177.4833,37.8,88,100,17.16,overcast clouds
575,Ozinki,RU,51.1786,49.6769,54.5,75,89,8.37,overcast clouds
576,Tazovskiy,RU,67.4667,78.7,40.42,96,100,12.86,overcast clouds
577,Bhattiprolu,IN,16.1,80.7833,87.96,61,57,7.65,broken clouds
578,Dauriya,RU,49.9333,116.8667,60.3,25,49,14.74,scattered clouds
579,Byron Bay,AU,-28.65,153.6167,74.71,88,58,3.13,broken clouds
580,Palana,RU,59.1167,159.9667,43.02,80,52,6.51,broken clouds
581,Ngunguru,NZ,-35.6167,174.5,68.81,68,78,9.31,broken clouds
582,Yaring,TH,6.8662,101.3689,84.29,69,74,4.43,broken clouds
583,Ithaca,US,42.4406,-76.4966,68.68,81,20,9.22,few clouds
584,Honningsvag,NO,70.9821,25.9704,40.75,87,100,2.3,overcast clouds
585,Alihe,CN,50.5667,123.7167,52.68,16,6,14.03,clear sky
586,Swan Hill,AU,-35.3378,143.5544,70.21,48,3,14.58,clear sky
587,Mnogovershinnyy,RU,53.9353,139.9242,30.31,98,100,12.12,snow
588,Austin,US,30.2672,-97.7431,84.27,60,96,3.0,overcast clouds
589,Pozo Colorado,PY,-23.4923,-58.7972,63.48,98,100,5.5,overcast clouds
590,Syamzha,RU,60.0158,41.0614,41.36,98,100,6.35,light rain
591,Te Anau,NZ,-45.4167,167.7167,57.09,68,11,1.43,few clouds
592,Bunia,CD,1.5667,30.25,62.76,93,100,1.23,overcast clouds
593,Temax,MX,21.15,-88.9333,72.77,79,0,5.28,clear sky
594,Ayr,GB,55.4627,-4.6339,46.38,87,63,2.3,broken clouds
595,La Ronge,CA,55.1001,-105.2842,37.31,88,100,9.28,overcast clouds
596,Negombo,LK,7.2083,79.8358,84.25,79,40,8.05,scattered clouds
597,Shushenskoye,RU,53.325,91.9356,71.65,29,75,2.37,broken clouds
598,Pudozh,RU,61.8099,36.5345,42.19,94,75,4.76,broken clouds
599,Duluth,US,46.7833,-92.1066,62.08,45,20,11.5,few clouds
600,Panzhihua,CN,26.5851,101.7128,61.68,89,100,4.83,overcast clouds
601,Snasa,NO,64.2457,12.3778,38.44,96,99,10.8,overcast clouds
602,Anisoc,GQ,1.8658,10.7689,70.09,99,100,1.83,overcast clouds
603,Umm Kaddadah,SD,13.6017,26.6876,80.37,47,18,10.29,few clouds
604,Port Hedland,AU,-20.3167,118.5667,80.65,32,100,14.97,overcast clouds
605,Lysva,RU,58.1086,57.8053,49.6,80,83,8.63,broken clouds
606,Narsaq,GL,60.9167,-46.05,37.62,74,96,3.49,overcast clouds
607,Kholmogory,RU,64.2229,41.656,47.21,87,100,6.08,overcast clouds
608,Mitu,CO,1.1983,-70.1733,72.36,99,99,1.59,moderate rain
609,Bandar-E Anzali,IR,37.4727,49.4622,60.91,83,0,7.99,clear sky
610,Kenora,CA,49.8167,-94.4337,48.78,66,93,10.0,overcast clouds
611,Heihe,CN,50.2441,127.4902,50.58,33,49,22.64,scattered clouds
612,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.05,98,62,2.59,broken clouds
613,Khirkiya,IN,22.1674,76.8605,94.05,32,13,9.28,few clouds
614,Sunrise Manor,US,36.2111,-115.0731,92.71,7,0,4.61,clear sky
615,Channel-Port Aux Basques,CA,47.5702,-59.1367,43.38,93,11,6.11,few clouds
616,Murwillumbah,AU,-28.3167,153.4,77.02,88,75,10.36,broken clouds
617,Umm Lajj,SA,25.0213,37.2685,92.05,24,3,6.51,clear sky
618,Pyay,MM,18.8167,95.2167,93.4,47,1,7.23,clear sky
619,Coquimbo,CL,-29.9533,-71.3436,57.4,86,9,0.92,clear sky
620,Marawi,PH,7.9986,124.2928,81.34,67,83,1.16,broken clouds
621,Baruun-Urt,MN,46.6806,113.2792,61.63,20,22,16.58,few clouds
622,Sobolevo,RU,54.4299,31.8996,44.64,97,100,9.01,overcast clouds
623,Nome,US,64.5011,-165.4064,35.67,80,100,11.5,overcast clouds
624,Sibu,MY,2.3,111.8167,91.9,53,94,1.57,overcast clouds
625,Carlyle,US,38.6103,-89.3726,73.8,89,100,6.33,overcast clouds
626,Pingdingshan,CN,33.7385,113.3012,76.06,25,97,7.94,overcast clouds
627,Vysokogornyy,RU,50.1167,139.15,37.2,91,100,19.98,overcast clouds
628,Breyten,ZA,-26.3018,29.987,52.02,96,70,5.68,broken clouds
629,Ninghai,CN,29.2892,121.4247,54.75,83,100,3.24,overcast clouds
630,Ndungu,TZ,-4.3667,38.05,67.28,94,51,2.98,broken clouds
631,Huai Thalaeng,TH,14.997,102.6475,88.27,55,83,6.08,broken clouds
632,Bandarbeyla,SO,9.4942,50.8122,80.87,83,5,18.52,clear sky
633,Mahbubnagar,IN,16.7333,77.9833,90.84,38,30,7.56,scattered clouds
634,Quatre Cocos,MU,-20.2078,57.7625,72.09,80,5,11.7,clear sky
635,Chabahar,IR,25.2919,60.643,83.25,64,0,6.15,clear sky
636,Clonakilty,IE,51.6231,-8.8706,48.09,87,9,5.37,clear sky
637,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,59,20,8.99,few clouds
638,Cabo Rojo,PR,18.0866,-67.1457,78.67,84,99,9.44,overcast clouds
639,Zapolyarnyy,RU,69.4154,30.8136,38.48,82,26,2.84,scattered clouds
640,Sept-Iles,CA,50.2001,-66.3821,48.06,62,49,3.0,scattered clouds
641,Verkhnetulomskiy,RU,68.6073,31.7962,42.93,83,24,2.04,few clouds
642,Hueyapan,MX,18.8667,-98.6667,65.62,44,74,3.13,broken clouds
643,Morondava,MG,-20.2833,44.2833,74.08,63,37,7.18,scattered clouds
644,Malindi,KE,-3.2175,40.1191,77.02,85,18,10.31,light rain
645,Garissa,KE,-0.4536,39.6401,74.16,84,59,12.71,broken clouds
646,Klyuchi,RU,52.2667,79.1667,60.22,85,100,11.21,light rain
647,Monaragala,LK,6.8714,81.3487,78.17,83,100,3.44,overcast clouds
648,Banda Aceh,ID,5.5577,95.3222,85.46,72,55,9.64,broken clouds
649,Coruripe,BR,-10.1256,-36.1756,76.15,88,32,7.45,scattered clouds
650,Ibipeba,BR,-11.6408,-42.0111,67.66,80,82,7.94,broken clouds
651,Clarksburg,US,39.2807,-80.3445,66.65,96,75,4.61,moderate rain
652,Luganville,VU,-15.5333,167.1667,80.58,71,94,9.33,overcast clouds
653,Morant Bay,JM,17.8815,-76.4093,78.71,87,83,9.17,broken clouds
654,Puerto Carreno,CO,6.189,-67.4859,78.93,85,100,5.21,overcast clouds
655,Sankt Veit,DE,49.1,10.95,52.18,88,40,2.37,scattered clouds
656,Bima,ID,-8.4667,118.7167,89.96,60,9,1.01,clear sky
657,Santander,ES,43.4647,-3.8044,65.3,94,99,3.44,overcast clouds
658,Skelleftea,SE,64.7507,20.9528,43.0,58,0,11.5,clear sky
659,Lakatoro,VU,-16.0999,167.4164,80.65,65,94,6.17,overcast clouds
660,Lasa,IT,46.6166,10.7002,51.69,90,31,2.26,scattered clouds
661,Korla,CN,41.7597,86.1469,73.49,22,23,3.36,few clouds
662,Bewar,IN,27.2184,79.3005,100.04,11,0,5.46,clear sky
663,Ambunti,PG,-4.2365,142.8448,93.92,47,99,1.41,overcast clouds
664,Puerto Leguizamo,CO,-0.1934,-74.7819,72.34,100,100,1.59,overcast clouds
665,Chokwe,MZ,-24.5333,32.9833,64.94,94,42,3.13,scattered clouds
666,Tselinnoye,RU,53.0833,85.6667,73.06,38,99,8.21,overcast clouds
667,Bayangol,RU,50.6977,103.4656,67.05,17,11,2.95,few clouds
668,Tadine,NC,-21.55,167.8833,76.84,65,27,13.13,scattered clouds
669,Xining,CN,36.6167,101.7667,47.19,53,83,3.44,broken clouds
670,Lethem,GY,3.3803,-59.7968,78.4,79,74,11.03,broken clouds
671,Atar,MR,20.5169,-13.0499,87.93,13,88,8.12,overcast clouds
672,Nata,PA,8.3333,-80.5167,77.02,93,100,4.65,overcast clouds
673,Visby,SE,57.6409,18.296,45.82,81,49,8.05,scattered clouds
674,Visnes,NO,59.3556,5.2242,48.25,93,100,3.44,overcast clouds
675,Pascagoula,US,30.3658,-88.5561,77.05,96,0,0.0,clear sky
676,West Islip,US,40.7062,-73.3062,63.54,89,100,5.75,mist
677,Bogo,PH,11.0517,124.0055,85.71,68,99,8.57,moderate rain
678,Gubkinskiy,RU,64.434,76.5026,58.64,71,97,13.73,overcast clouds
679,Ormara,PK,25.2088,64.6357,85.23,51,0,10.02,clear sky
680,Srednekolymsk,RU,67.45,153.6833,28.45,79,100,6.08,overcast clouds
681,Hami,CN,42.8,93.45,74.05,7,45,12.21,scattered clouds
682,Mbanza-Ngungu,CD,-5.25,14.8667,67.69,97,78,2.35,broken clouds
683,Pekan,MY,3.4836,103.3996,86.88,70,36,3.2,scattered clouds
684,Kumasi,GH,6.6885,-1.6244,72.79,99,86,3.38,overcast clouds
685,Deputatskiy,RU,69.3,139.9,20.8,88,100,10.45,light snow
686,Santo Domingo,DO,18.5001,-69.9886,80.04,86,40,5.01,scattered clouds
687,Fond Du Lac,US,43.775,-88.4388,71.69,43,75,6.91,broken clouds
688,Conakry,GN,9.538,-13.6773,80.8,84,85,5.95,overcast clouds
689,Ixtapa,MX,20.7,-105.2,78.22,78,20,0.0,few clouds
690,Las Vegas,US,36.175,-115.1372,92.08,7,0,4.61,clear sky
691,Davenda,RU,53.5556,119.317,54.46,31,47,7.52,scattered clouds
692,Siguiri,GN,11.6667,-9.5,81.68,15,42,1.79,scattered clouds
693,Matara,LK,5.9485,80.5353,80.33,87,100,13.82,overcast clouds
694,Alappuzha,IN,9.49,76.3264,77.25,92,100,12.17,overcast clouds
695,Schneverdingen,DE,53.1167,9.8,43.39,95,7,2.55,clear sky
696,Bandiagara,ML,14.3501,-3.6104,83.62,8,97,12.06,overcast clouds
697,Flin Flon,CA,54.7682,-101.865,33.04,95,100,11.03,overcast clouds
698,Nador,MA,35.174,-2.9287,66.45,88,40,2.3,scattered clouds
699,Winkler,CA,49.1817,-97.941,50.18,75,61,7.29,broken clouds
700,Sukumo,JP,32.9333,132.7333,65.75,62,98,4.38,light rain
701,Sabha,LY,27.0377,14.4283,64.83,26,0,9.35,clear sky
702,Dwarka,IN,22.2394,68.9678,84.31,76,0,15.39,clear sky
